,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,pushblishDayName,durationSecs,tagCount,title_no_stopwords
64,tQfmj7ihc6I,Ajay Raj,The Best Days Ever | Exploring Jim Corbett with @YashGargOfficial @HarmanSinghYouTube @NishantChahar11,"The Best Days Ever | Exploring Jim Corbett with  @Yash Garg   @Harman Singh   @Nishant Chahar ​

Planning for trip (day 0)
https://www.youtube.com/watch?v=ZmkJO9owlPE

Delhi to Nainital (day 1)
https://www.youtube.com/watch?v=Qtm-9uwJFwY

Exploring Mukteshwar (Day 2)
https://www.youtube.com/watch?v=6KLSbiQDmnU&t=419s

Jim Corbett (Day 3-4)
https://youtu.be/tQfmj7ihc6I

Fam 45,479
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀

Instagram ❤️
Harman Singh - https://www.instagram.com/harman.sings/
Ajay Raj - https://www.instagram.com/a._j.a.y/
Sanchit Garg - https://www.instagram.com/sanchitg.87/
Nishant Chahar - https://www.instagram.com/chahar__nis...
Yash Garg - https://www.instagram.com/yashgeez/


Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
Music and sound effects by epidemic sounds
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#engineering #ajayraj #roadtrip #mukteshwar #chaulikijali","['jim corbett', 'jim corbett national park', 'jim corbett national park tiger safari', 'best resort to stay in jim corbett', '5 star resort in jim corbett', 'jim corbett vlog', 'best time to visit jim corbett', 'ajay raj', 'ajay dtu', 'youtubers on trip', 'best days ever', 'engineers on trip', 'dtu', 'nsut', 'iiitd', 'mait']",2021-03-03 11:30:09+00:00,13156.0,718.0,,73.0,PT15M32S,hd,false,Wednesday,932.0,16,"['The', 'Best', 'Days', 'Ever', '|', 'Exploring', 'Jim', 'Corbett', '@YashGargOfficial', '@HarmanSinghYouTube', '@NishantChahar11']"
65,6KLSbiQDmnU,Ajay Raj,Youtubers Secret's revealed 😂 | Our First Trip To Mukteshwar Nainital 🔥,"Harman Got Scared | Nainital To Mukteshwar | Best Places to visit Mukteshwar | Day 2

Download Filmora x for Mac and Windows
http://bit.ly/2Myi1aX

Fam 45,426
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀

Instagram ❤️
Harman Singh - https://www.instagram.com/harman.sings/
Ajay Raj - https://www.instagram.com/a._j.a.y/
Sanchit Garg - https://www.instagram.com/sanchitg.87/
Nishant Chahar - https://www.instagram.com/chahar__nis...
Yash Garg - https://www.instagram.com/yashgeez/


Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
Music and sound effects by epidemic sounds
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#engineering #ajayraj #roadtrip #mukteshwar #chaulikijali","['nainital trip', 'mukteshwar uttarakhand', 'places to visit in uttrakhand', 'nainital to mukteshwar', 'chauli ki jali mukteshwar', 'best places to visit mukteshwar', 'engineering students on trip', 'youtubers trip', 'ajay raj', 'ajay dtu', 'dtu', 'engineering', 'engineers', 'engineers on trip', 'nainital tourist places', 'nainital tour', 'nainital trip plan']",2021-03-01 12:59:54+00:00,14591.0,917.0,,110.0,PT17M33S,hd,false,Monday,1053.0,17,"['Youtubers', ""Secret's"", 'revealed', '😂', '|', 'Our', 'First', 'Trip', 'To', 'Mukteshwar', 'Nainital', '🔥']"
66,TKuYyMEHA9o,Ajay Raj,How to get Fully Paid Foreign Internship💰 | All About Foreign Internship | Internship Experience,"How to get Fully Paid Foreign Internship | All About Foreign Internship | Internship Experience

––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––
ELITE: Master Advanced Programming Topics and Become an Expert:
https://unacademy.com/batch/elite-master-advanced-programming-topics-and-become-an-expert/PHPO27EQ
Access all the free live classes in the current week here: http://unacademy.cc/daily_learning
Use Code AJAYRAJ to get 10% of on subscription

––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––
Shivali Goel ma'am
Youtube Channel : https://www.youtube.com/channel/UCik_T7fTORBVB2GfuPKSrsg
Instagram : https://www.instagram.com/shivaligoel/
IIT JEE Story Video : https://www.youtube.com/watch?v=douG-RgTZzg

––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––
TimeStamps

0:00 precap
0:30 Intro
1:27 Intro
1:55 Flow of the video
2:30 1st year journey
4:22 Things to explore in first year
6:20 Why not placements
7:50 Adobe Intern Experience
8:47 Foreign Intern Experience
9:26 Codechef Promotion
10:37 How to Apply in foreign Intern / Sharing her experience
15:34 any specific criteria for foreign internship and best time to apply
17:38 specific skiils required for foreign internship
19:44 stipend in foreign intern
20:18 work culture In foreign intern
24:10 pressure In foreign Intern
25:35 Masters from columbia
27:02 3 great tips from her journey
28:30 following interst 
30:00 Subscribe op
––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––

Fam 45,200
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀

Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––

––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#foreigninternship #fullypaidforeignintern #ajayraj","['internship', 'how to get an internship', 'paid internship', 'foreign internship', 'foreign internship for indian students', 'fully paid foreign internship', 'college internship', 'internships', 'any specific criteria for foreign internship and best time to apply', 'cgpa required for foreign intern', 'best time to apply for foreign intern', 'work culture in foreign intern', 'life in foreign country', 'apply for internship abroad', 'get intern abroad', 'ajay raj', 'ajay dtu', 'dtu', 'engineering']",2021-02-26 13:37:55+00:00,36417.0,1707.0,,77.0,PT30M45S,hd,false,Friday,1845.0,19,"['How', 'get', 'Fully', 'Paid', 'Foreign', 'Internship💰', '|', 'All', 'About', 'Foreign', 'Internship', '|', 'Internship', 'Experience']"
67,Qtm-9uwJFwY,Ajay Raj,"Maza aa gya yaar 🔥, Delhi to Nainital Day-1","Fam 45,024
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀

Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#onlinesemesterresult #engineering #ajayraj","['delhi to nainital', 'youtubers trip', 'engineering students', 'engineering student trip', 'dtu', 'nsut', 'iiit delhi', 'mait', 'zostel uttrakhand', 'road trip', 'nainital', 'delhi to nainital trip', 'delhi to nainital by road', 'mukteshwar uttarakhand']",2021-02-21 14:41:36+00:00,23404.0,1334.0,,119.0,PT8M4S,hd,false,Sunday,484.0,14,"['Maza', 'aa', 'gya', 'yaar', '🔥,', 'Delhi', 'Nainital', 'Day-1']"
68,aVoY0EGwY5Y,Ajay Raj,My Online Semester Results | Mauj Karadi 🔥| Exams Should be Online 😂 | My CGPA ? Vlog,"My Online Semester Results | Mauj Karadi 🔥| Exams Should be Online 😂 | My CGPA ?

Dont Forget to use the code AJAYRAJ
Check out the batches here: https://unacademy.com/goal/competitive-programming/LEARNCP/batches
Check out all the free classes in the current week here: http://unacademy.cc/daily_learning
Prodigy 2021: Comprehensive Course to Become a Codechef certified Expert Programmer (C++): http://bit.ly/prodigyc



Fam 44,521
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀

Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
The Universe Needs by Sapajou https://soundcloud.com/sapajoubeats
Creative Commons — Attribution 3.0 Unported — CC BY 3.0
Free Download / Stream: http://bit.ly/-the-universe-needs
Music promoted by Audio Library https://youtu.be/eJoHhlsBKQ4
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#onlinesemesterresult #engineering #ajayraj","['my online semester result', 'online semester exam', 'online semester result', 'engineering college result', 'cgpa in engineering college', 'engineering', 'delhi technological university', 'exams should be online', 'revealing my college grades', 'my college grades', 'college vlog', 'online classes']",2021-02-15 12:44:43+00:00,32075.0,1788.0,,142.0,PT11M15S,hd,false,Monday,675.0,12,"['My', 'Online', 'Semester', 'Results', '|', 'Mauj', 'Karadi', '🔥|', 'Exams', 'Should', 'Online', '😂', '|', 'My', 'CGPA', '?', 'Vlog']"
69,jM7649HCKxU,Ajay Raj,College Reopen ? Freshers Introduction DTU| Attending online classes in College | Vlog,"College Reopening  | Freshers Introduction | Attending online classes in College | Vlog

Fam 43,685
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀

Yash Garg
   -youtube : https://youtu.be/7Vcqty_07Lk
   -instagram : https://www.instagram.com/p/CK1MYo6lOWw/?igshid=zljvuyufj9yk

Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
Time Out - Atch https://soundcloud.com/atch-music
Creative Commons — Attribution 3.0 Unported — CC BY 3.0
Free Download / Stream: http://bit.ly/l-time-out
Music promoted by Audio Library https://youtu.be/NPnLxESfv50
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#collegereopening #engineering #ajayraj","['college reopening', 'college after lockdown', 'college reopening in delhi', 'freshers in college', 'freshers introduction in college', 'engineering', 'engineering batch 2021', 'delhi technological university', 'dtu', 'delhi college of engineering', 'freshers introduction', 'attending online class in college']",2021-02-11 11:31:23+00:00,116301.0,5340.0,,421.0,PT9M45S,hd,false,Thursday,585.0,12,"['College', 'Reopen', '?', 'Freshers', 'Introduction', 'DTU|', 'Attending', 'online', 'classes', 'College', '|', 'Vlog']"
70,OruCj9JcfFM,Ajay Raj,Is Engineering really that Easy ? My Engineering Experience,"Is Engineering really that Easy ? My Engineering Experience

Fam 42,955
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀


Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
Track: MIDNIGHT CVLT & Titus1 - Better Days [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/-rAI0Nd9xKw
Free Download / Stream: http://ncs.io/BetterDays
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#engineering #btech #ajayraj","['is engineering really that hard', 'is engineering really that easy', 'is engineering easy', 'what is engineering', 'engineering', 'what we study in engineering', 'engineer', 'btech', 'should you choose engineering', 'should you pursue engineering', 'my engineering experience']",2021-02-04 14:30:06+00:00,265164.0,13950.0,,734.0,PT9M18S,hd,false,Thursday,558.0,11,"['Is', 'Engineering', 'really', 'Easy', '?', 'My', 'Engineering', 'Experience']"
71,TFn7MUDBSqY,Ajay Raj,Mera Gaon ! Garhwal Uttrakhand | Vlog,"Mera Gaon ! Garhwal Uttrakhand | Vlog

Fam 42,400
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀

Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
1-Dali Dali phulyon ki
https://www.youtube.com/watch?v=QrdVfmfhOb0

2 - ""Scott Buckley - Childhood"" is under a Creative Commons license (CC BY 3.0) https://creativecommons.org/licenses/...
Music promoted by BreakingCopyright: https://youtu.be/cmXrHQENZ6A

3 - To Count The Stars by Sapajou https://soundcloud.com/sapajoubeats
Creative Commons — Attribution 3.0 Unported — CC BY 3.0
Free Download / Stream: https://bit.ly/-to-count-the-stars
Music promoted by Audio Library https://youtu.be/vLjP16Ki8Sg
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#uttrakhand #garhwali #ajayraj","['garhwali', 'pauri garhwal', 'garhwal vlog', 'satpuli uttarakhand', 'kotdwara', 'khaira uttrakhand', 'uttrakhand vlog', 'mera gaon', 'my village vlog', 'uttrakhand tourism', 'uttarakhand cm trivendra singh rawat', 'village vlog', 'delhi to uttrakhand', 'ajay raj', 'ajay dtu', 'techskool']",2021-01-27 11:30:19+00:00,14325.0,1254.0,,258.0,PT17M53S,hd,false,Wednesday,1073.0,16,"['Mera', 'Gaon', '!', 'Garhwal', 'Uttrakhand', '|', 'Vlog']"
72,RIW97eIooZk,Ajay Raj,A day with@Harman Singh - Being IIITian and @Yash Garg  🔥,"A day with @Harman Singh - Being IIITian  and  @Yash Garg  

Fam 41,378
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀

Yash Garg
   -youtube : https://www.youtube.com/channel/UCSbp-sQ9vv5thQEk6DXTcNw
   -instagram : https://www.instagram.com/yashgeez/

Harman Singh
  -YouTube : https://www.youtube.com/channel/UC0rpxsHBn1j3kBTtKJ_wQjQ
  -Instagram: https://www.instagram.com/harman.sings/


Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
Song: LAKEY INSPIRED - Chill Day (Vlog No Copyright Music)
Music provided by Vlog No Copyright Music.
Video Link: https://youtu.be/vtHGESuQ22s
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#collegefriends #engineering #ajayraj","['a day with friends', 'a day with harman singh and yash garg', 'engineers', 'ajay raj', 'ajay dtu', 'trying starbucks for the first time', 'how engineers chill', 'yash garg', 'harman singh being iiitian']",2021-01-18 14:42:25+00:00,36335.0,1992.0,,266.0,PT10M40S,hd,false,Monday,640.0,9,"['A', 'day', 'with@Harman', 'Singh', '-', 'Being', 'IIITian', '@Yash', 'Garg', '🔥']"
73,nYIZNapQF5o,Ajay Raj,A day in life of Engineering Student of DTU | Hectic Online Semester | Ajay Raj,"A day in life of Engineering Student of DTU | Hectic Online Semester | Ajay Raj

Fam 41,125
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀

About
A day in the life of engineering student of dtu in online semester, what is my daily routine ,
a day in life of video , a day in my life 

do subscribe Unacademy All Rounder
https://youtube.com/channel/UCKD3rrDa9aUvNBMYXLGb52g

Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
Memories by LiQWYD https://soundcloud.com/liqwyd
Creative Commons — Attribution 3.0 Unported — CC BY 3.0 
Free Download / Stream: https://bit.ly/_-memories
Music promoted by Audio Library https://youtu.be/mxfYRQCihUU


Track: MIDNIGHT CVLT & Titus1 - Better Days [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/-rAI0Nd9xKw
Free Download / Stream: http://ncs.io/BetterDays
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#adayinifeof #engineering #ajayraj","['ajay raj', 'techskool', 'dtu', 'a day in life of engineering student', 'a day in life of engineering student of dtu', 'a day in life of online semester student', 'a day in life of engineering student in online semester', 'life in online semester', 'engineering student', 'engineering', 'delhi technological university', 'dtu student']",2021-01-16 13:50:14+00:00,21619.0,1359.0,,160.0,PT17M3S,hd,false,Saturday,1023.0,12,"['A', 'day', 'life', 'Engineering', 'Student', 'DTU', '|', 'Hectic', 'Online', 'Semester', '|', 'Ajay', 'Raj']"
74,ZAHqwRjvqbw,Ajay Raj,We Are 40k ✌ |Kya chal raha hai jeevan me ?| Live,"We Are 40k ✌ |Kya chal raha hai jeevan me ?| Live

------------------------------------------------------------------------------------
unacademy codechef
https://unacademy.com/batch/conquest-2021-from-programming-fundamentals-to-career-readiness-c/KVT2BWKG

https://unacademy.com/batch/conquest-2021-from-programming-fundamentals-to-career-readiness-python/58QFSFSW

https://unacademy.com/batch/conquest-2021-from-programming-fundamentals-to-career-readiness-java/UKFRD2ZA

---------------------------------------------------------------------------------------
Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ",,2021-01-09 18:15:15+00:00,8031.0,671.0,,16.0,PT1H25M5S,hd,false,Saturday,5105.0,0,"['We', 'Are', '40k', '✌', '|Kya', 'chal', 'raha', 'hai', 'jeevan', '?|', 'Live']"
75,qt5jmhTZ5Pc,Ajay Raj,90% of the Companies can be cracked with just Data Structures and Algo | Full Interview Process,"90% of the Companies can be cracked with just Data Structures and Algo | Full Interview Process

----------------------------------------------------------------------------------------------------------------------
All those who want to start 2021 with a goal to become an expert in C++, Java and Python, check out these batches: http://unacademy.cc/TECHLEARN

Free Classes for beginner level coders: https://unacademy.com/a/i-p-c-beginner-track

Free Classes for Intermediate level coders: https://unacademy.com/a/i-p-c-intermediate-track

Free Classes for Advanced level coders: https://unacademy.com/a/i-p-c-advanced-track

USE CODE AJAYRAJ to unlock free content and getting 10% OFF on subscription
----------------------------------------------------------------------------------------------------------------

Social Media Links :-
-Fraz bhaiya 
  -YouTube (LeadCoding): https://www.youtube.com/channel/UC81Q2wnuk5KqOFVgAbq4nUw
  -Instagram : https://www.instagram.com/frazmohammad/
   


Timestamps
0:00 precap
0:37 unacademy promotion
2:05 Whats in the video 
3:23 fraz bhaiya intro
4:17 leadcoding
5:13 Flow of the Video
5:50 How Placement/Internship process start
7:35 Technical round of placement and internship
8:52 Selection criteria of technical round
9:44 personal interview in on campus placement
11:12 Hr round 
11:37 are project really important for placement and internship
13:30 Which company ask Cp  ds and project / 90% companies ask ds algo
16:02 a little bit about google Kick start
17:27 cgpa for off campus 
18:47 referal for off campus
20:02 is off campus placement difficult
21:02 1st year journey (cpp java , cp , project)
23:14 leetcode for contest
24:42 how much competitive programming required
26:20 unique approach for ds algo 
27:41 demotivation in Coding journey
29:08 outro


Fam 39,684
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀


Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
Song Credits :
That's Alright by Peyruis https://soundcloud.com/peyruis
Creative Commons — Attribution 3.0 Unported — CC BY 3.0 
Free Download / Stream: https://bit.ly/peyruis-thats-alright
Music promoted by Audio Library https://youtu.be/FkVo3GCmnPk 
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#datastructure #competitivecoding #placementprocess #ajayraj","['90% of the Companies can be cracked with just Data Structures and Algo', 'full interview process', 'is cp important for placement', 'ajay raj', 'ajay dtu', 'full placement and internship process', 'internship process', 'how to get an internship', 'google internship', 'data structures and algorithms', 'what companies mostly ask in placement', 'can i skip competitive programming', 'projects for placement', 'importance of project in placement', 'off campus placement', 'off campus vs on campus placement']",2021-01-08 05:41:01+00:00,12668.0,818.0,,62.0,PT30M3S,hd,false,Friday,1803.0,16,"['90%', 'Companies', 'cracked', 'Data', 'Structures', 'Algo', '|', 'Full', 'Interview', 'Process']"
76,D_Yjh7vaH80,Ajay Raj,Freelancing From Scratch | How They are Making 6 Figure Income In 2nd Year of College | Ajay Raj,"Freelancing From Scratch | How They are Making 6 Figure Income In 2nd Year of College | Ajay Raj
----------------------------------------------------------------------------------------------------------------------
Unacademy Codechef
-Check out ""CONQUEST 2021: From programming fundamentals to Career Readiness (C++)"" 
: https://unacademy.com/batch/conquest-2021-from-programming-fundamentals-to-career-readiness-c/KVT2BWKG 

-Check out ""CONQUEST 2021: From programming fundamentals to Career Readiness (PYTHON)"" 
: https://unacademy.com/batch/conquest-2021-from-programming-fundamentals-to-career-readiness-python/58QFSFSW

Free Resources
-Check out our Free Classes and tests here (For Desktops): https://www.codechef.com/cptutorials?itm_medium=navmenu&itm_campaign=cptutorials

-Be placement ready with our Tech Placement Bootcamp: https://unacademy.com/a/tech-placement-bootcamp-2020

-Check out Indian Programming Camp's Beginner Track: https://unacademy.com/a/i-p-c-beginner-track
----------------------------------------------------------------------------------------------------------------

Social Media Links :-
-Prakhar
   -  https://www.instagram.com/prakhareditedthis/
   -  https://www.instagram.com/prakhxx/
-Shivay
   -  https://www.instagram.com/theshivaymadan/
   


Timestamps
0:00 Precap
0:36 Unacademy promotion
1:57 Point of Discussion in video
3:45 prakhar intro
4:06 shivay intro
4:33 what is freelancing
6:23 why freelancing
8:50 skills required for freelancing
12:01 what is upwork and fiverr and how to get 1st job in freelancing
16:30 more about upwork and fiverr
17:20 1st earning from freelancing
18:45 further jobs in freelancing 
21:10 Earning in freelancing
23:10 How much a freelancer can earn in an hour
25:00 Experience in freelancing
26:15 Investment in freelancing 
28:00 How you can start freelancing
30:46 future plans 
32:30 Surprise


Fam 38,339
    Thanks for your support guys 
     Keep Loving ❤
     Road to 100k  🚀


Let's Connect on other Platform 💥
    Instagram : https://www.instagram.com/a._j.a.y/
    Linkedin : https://www.linkedin.com/in/ajay-raj-5548b0199/
    Telegram : https://t.me/joinchat/MJ2Jvxo1F4aR5JZMKYvIMw 


Check Out My Gears 🎬
🎥 Poco X2 : https://amzn.to/37hHyuL
🎙  Boya mic : https://amzn.to/37iiy6A 
      Tripod : https://amzn.to/2QwMgyG
      Laptop : https://amzn.to/2rX0ezJ

––––––––––––––––––––––––––––––
Song: LAKEY INSPIRED - Chill Day (Vlog No Copyright Music)
Music provided by Vlog No Copyright Music.
Video Link: https://youtu.be/vtHGESuQ22s
––––––––––––––––––––––––––––––
Business Queries
     asktechskool@gmail.com

#freelancing #earningincollege #makemoneyincollege #ajayraj","['what is freelancing', 'why freelancing', 'why to freelance', 'how to start freelancing', 'freelancing', 'freelancing tips', 'make money freelancing', 'skills required for freelancing', 'how to get 1st job in freelancing', 'what is upwork and fiveer', '1st earning from freelancing', 'Earning in freelancing', 'Investment in freelancing', 'how much freelancers earn', 'how they are making 6 figure income from freelancing', 'start freelancing in college', 'ajay raj', 'ajay dtu', 'techskool', 'earn money as a student']",2021-01-04 13:02:49+00:00,69062.0,4388.0,,216.0,PT34M48S,hd,false,Monday,2088.0,20,"['Freelancing', 'From', 'Scratch', '|', 'How', 'They', 'Making', '6', 'Figure', 'Income', 'In', '2nd', 'Year', 'College', '|', 'Ajay', 'Raj']"
